LECROYWP740Zi,47836,Waveform,
Segments,1,SegmentSize,4002
Segment,TrigTime,TimeSinceSegment1,
#1,3/1/2007 6:48,0,
Time,Ch1,,
Second,Value,,
-2.34E-08,0.0175491,,
-2.34E-08,0.0192969,,
-2.34E-08,0.018631,,
-2.33E-08,0.0159954,,
-2.33E-08,0.0123888,,
-2.33E-08,0.00897638,,
-2.33E-08,0.00647949,,
-2.32E-08,0.00525879,,
-2.32E-08,0.00517556,,
-2.32E-08,0.0060356,,
-2.32E-08,0.0077002,,
-2.31E-08,0.0100029,,
-2.31E-08,0.0127495,,
-2.31E-08,0.0154128,,
-2.31E-08,0.0172716,,
-2.30E-08,0.01766,,
-2.30E-08,0.0162174,,
-2.30E-08,0.0131656,,
-2.30E-08,0.00917059,,
-2.29E-08,0.00523105,,
-2.29E-08,0.00209606,,
-2.29E-08,-4.02E-05,,
-2.29E-08,-0.00145508,,
-2.28E-08,-0.00275901,,
-2.28E-08,-0.00445135,,
-2.28E-08,-0.00644886,,
-2.28E-08,-0.00816895,,
-2.27E-08,-0.00864058,,
-2.27E-08,-0.00705922,,
-2.27E-08,-0.00328613,,
-2.27E-08,0.0021238,,
-2.26E-08,0.00781117,,
-2.26E-08,0.0123056,,
-2.26E-08,0.0144695,,
-2.26E-08,0.0139979,,
-2.25E-08,0.0114178,,
-2.25E-08,0.00794988,,
-2.25E-08,0.00498136,,
-2.25E-08,0.00351096,,
-2.24E-08,0.00381614,,
-2.24E-08,0.00539751,,
-2.24E-08,0.00742276,,
-2.24E-08,0.00908736,,
-2.23E-08,0.00983643,,
-2.23E-08,0.0097532,,
-2.23E-08,0.00914284,,
-2.23E-08,0.00858798,,
-2.22E-08,0.00861572,,
-2.22E-08,0.00950351,,
-2.22E-08,0.0112513,,
-2.22E-08,0.0135263,,
-2.21E-08,0.0155793,,
-2.21E-08,0.016689,,
-2.21E-08,0.0161619,,
-2.21E-08,0.0138592,,
-2.20E-08,0.0101416,,
-2.20E-08,0.0060356,,
-2.20E-08,0.00262318,,
-2.20E-08,0.000847612,,
-2.19E-08,0.000958585,,
-2.19E-08,0.00251221,,
-2.19E-08,0.00448198,,
-2.19E-08,0.00575817,,
-2.18E-08,0.00550848,,
-2.18E-08,0.00339999,,
-2.18E-08,-0.000234375,,
-2.18E-08,-0.00445135,,
-2.17E-08,-0.00825218,,
-2.17E-08,-0.0107491,,
-2.17E-08,-0.0114149,,
-2.17E-08,-0.0103884,,
-2.16E-08,-0.00819669,,
-2.16E-08,-0.00575528,,
-2.16E-08,-0.00392423,,
-2.16E-08,-0.00325839,,
-2.15E-08,-0.00395197,,
-2.15E-08,-0.00567205,,
-2.15E-08,-0.00769731,,
-2.15E-08,-0.00922319,,
-2.14E-08,-0.00966708,,
-2.14E-08,-0.00858509,,
-2.14E-08,-0.00603271,,
-2.14E-08,-0.00231512,,
-2.13E-08,0.00198509,,
-2.13E-08,0.00614657,,
-2.13E-08,0.0093093,,
-2.13E-08,0.0109184,,
-2.12E-08,0.0104745,,
-2.12E-08,0.00811634,,
-2.12E-08,0.004371,,
-2.12E-08,0.00023726,,
-2.11E-08,-0.0032029,,
-2.11E-08,-0.00492298,,
-2.11E-08,-0.00453458,,
-2.11E-08,-0.0021764,,
-2.10E-08,0.00134699,,
-2.10E-08,0.00484264,,
-2.10E-08,0.00736728,,
-2.10E-08,0.00842152,,
-2.09E-08,0.0080886,,
-2.09E-08,0.00695113,,
-2.09E-08,0.00553622,,
-2.09E-08,0.00426003,,
-2.08E-08,0.00317805,,
-2.08E-08,0.00223477,,
-2.08E-08,0.00140248,,
-2.08E-08,0.000736639,,
-2.07E-08,0.000625666,,
-2.07E-08,0.00126376,,
-2.07E-08,0.0027619,,
-2.07E-08,0.0048149,,
-2.06E-08,0.00703436,,
-2.06E-08,0.00894864,,
-2.06E-08,0.0102526,,
-2.06E-08,0.0109739,,
-2.05E-08,0.0113068,,
-2.05E-08,0.0114733,,
-2.05E-08,0.0115288,,
-2.05E-08,0.0113623,,
-2.04E-08,0.0107242,,
-2.04E-08,0.00953125,,
-2.04E-08,0.00792214,,
-2.04E-08,0.00625755,,
-2.03E-08,0.00489813,,
-2.03E-08,0.00409357,,
-2.03E-08,0.00389937,,
-2.03E-08,0.00414906,,
-2.02E-08,0.00478715,,
-2.02E-08,0.00581365,,
-2.02E-08,0.00731179,,
-2.02E-08,0.00936479,,
-2.01E-08,0.0116952,,
-2.01E-08,0.0138592,,
-2.01E-08,0.0151631,,
-2.01E-08,0.0150522,,
-2.00E-08,0.0134985,,
-2.00E-08,0.0109462,,
-2.00E-08,0.00825506,,
-2.00E-08,0.00636852,,
-1.99E-08,0.00592463,,
-1.99E-08,0.00700661,,
-1.99E-08,0.00903187,,
-1.99E-08,0.0110571,,
-1.98E-08,0.0121114,,
-1.98E-08,0.0116397,,
-1.98E-08,0.0097532,,
-1.98E-08,0.00700661,,
-1.97E-08,0.00445423,,
-1.97E-08,0.00301159,,
-1.97E-08,0.00320579,,
-1.97E-08,0.00487038,,
-1.96E-08,0.00728405,,
-1.96E-08,0.00936479,,
-1.96E-08,0.0100584,,
-1.96E-08,0.00894864,,
-1.95E-08,0.00636852,,
-1.95E-08,0.00320579,,
-1.95E-08,0.000792125,,
-1.95E-08,-1.24E-05,,
-1.94E-08,0.00101407,,
-1.94E-08,0.00345548,,
-1.94E-08,0.00639626,,
-1.94E-08,0.00897638,,
-1.93E-08,0.0105578,,
-1.93E-08,0.0110849,,
-1.93E-08,0.010752,,
-1.93E-08,0.00983643,,
-1.92E-08,0.00858798,,
-1.92E-08,0.00692338,,
-1.92E-08,0.0048149,,
-1.92E-08,0.00242898,,
-1.91E-08,0.000265004,,
-1.91E-08,-0.000761497,,
-1.91E-08,7.08E-05,,
-1.91E-08,0.00303933,,
-1.90E-08,0.0077002,,
-1.90E-08,0.0127772,,
-1.90E-08,0.0167168,,
-1.90E-08,0.0181871,,
-1.89E-08,0.016689,,
-1.89E-08,0.0127772,,
-1.89E-08,0.0077002,,
-1.89E-08,0.00317805,,
-1.88E-08,0.00040372,,
-1.88E-08,1.53E-05,,
-1.88E-08,0.00165217,,
-1.88E-08,0.004371,,
-1.87E-08,0.00700661,,
-1.87E-08,0.00880993,,
-1.87E-08,0.00953125,,
-1.87E-08,0.00936479,,
-1.86E-08,0.00867121,,
-1.86E-08,0.00775568,,
-1.86E-08,0.00664595,,
-1.86E-08,0.00536976,,
-1.85E-08,0.00395486,,
-1.85E-08,0.00284513,,
-1.85E-08,0.00245672,,
-1.85E-08,0.00312256,,
-1.84E-08,0.00470392,,
-1.84E-08,0.00659047,,
-1.84E-08,0.00806086,,
-1.84E-08,0.00850475,,
-1.83E-08,0.00797763,,
-1.83E-08,0.00697887,,
-1.83E-08,0.00631303,,
-1.83E-08,0.00667369,,
-1.82E-08,0.00825506,,
-1.82E-08,0.010752,,
-1.82E-08,0.0134153,,
-1.82E-08,0.0155515,,
-1.81E-08,0.0167722,,
-1.81E-08,0.0171052,,
-1.81E-08,0.0167722,,
-1.81E-08,0.0162174,,
-1.80E-08,0.015496,,
-1.80E-08,0.014636,,
-1.80E-08,0.0134708,,
-1.80E-08,0.0118894,,
-1.79E-08,0.0100584,,
-1.79E-08,0.00836603,,
-1.79E-08,0.00720082,,
-1.79E-08,0.00689564,,
-1.78E-08,0.00736728,,
-1.78E-08,0.00822732,,
-1.78E-08,0.00900413,,
-1.78E-08,0.0093093,,
-1.77E-08,0.0091151,,
-1.77E-08,0.00883767,,
-1.77E-08,0.00889316,,
-1.77E-08,0.00950351,,
-1.76E-08,0.01053,,
-1.76E-08,0.0113623,,
-1.76E-08,0.01139,,
-1.76E-08,0.0102803,,
