LECROYWP740Zi,47836,Waveform,
Segments,1,SegmentSize,4002
Segment,TrigTime,TimeSinceSegment1,
#1,3/1/2007 6:05,0,
Time,Ch1,Ch2,
Second,Value,Value,
2.32E-08,-0.824973,-0.824973,
2.32E-08,-0.829385,-0.829385,
2.32E-08,-0.832686,-0.832686,
2.33E-08,-0.83399,-0.83399,
2.33E-08,-0.833019,-0.833019,
2.33E-08,-0.829912,-0.829912,
2.33E-08,-0.825722,-0.825722,
2.34E-08,-0.821838,-0.821838,
2.34E-08,-0.819702,-0.819702,
2.34E-08,-0.820007,-0.820007,
2.34E-08,-0.82256,-0.82256,
2.35E-08,-0.826,-0.826,
2.35E-08,-0.828608,-0.828608,
2.35E-08,-0.828968,-0.828968,
2.35E-08,-0.826749,-0.826749,
2.36E-08,-0.822698,-0.822698,
2.36E-08,-0.818592,-0.818592,
2.36E-08,-0.816234,-0.816234,
2.36E-08,-0.816928,-0.816928,
2.37E-08,-0.820701,-0.820701,
2.37E-08,-0.826388,-0.826388,
2.37E-08,-0.83202,-0.83202,
2.37E-08,-0.835544,-0.835544,
2.38E-08,-0.835544,-0.835544,
2.38E-08,-0.831798,-0.831798,
2.38E-08,-0.825168,-0.825168,
2.38E-08,-0.817455,-0.817455,
2.39E-08,-0.810797,-0.810797,
2.39E-08,-0.806829,-0.806829,
2.39E-08,-0.806191,-0.806191,
2.39E-08,-0.808438,-0.808438,
2.40E-08,-0.8121,-0.8121,
2.40E-08,-0.815457,-0.815457,
2.40E-08,-0.817094,-0.817094,
2.40E-08,-0.816623,-0.816623,
2.41E-08,-0.814708,-0.814708,
2.41E-08,-0.812655,-0.812655,
2.41E-08,-0.811684,-0.811684,
2.41E-08,-0.812295,-0.812295,
2.42E-08,-0.814043,-0.814043,
2.42E-08,-0.815929,-0.815929,
2.42E-08,-0.816567,-0.816567,
2.42E-08,-0.815374,-0.815374,
2.43E-08,-0.812406,-0.812406,
2.43E-08,-0.808633,-0.808633,
2.43E-08,-0.805276,-0.805276,
2.43E-08,-0.803722,-0.803722,
2.44E-08,-0.804693,-0.804693,
2.44E-08,-0.808355,-0.808355,
2.44E-08,-0.814209,-0.814209,
2.44E-08,-0.821228,-0.821228,
2.45E-08,-0.828081,-0.828081,
2.45E-08,-0.833518,-0.833518,
2.45E-08,-0.836459,-0.836459,
2.45E-08,-0.836487,-0.836487,
2.46E-08,-0.833712,-0.833712,
2.46E-08,-0.829052,-0.829052,
2.46E-08,-0.823642,-0.823642,
2.46E-08,-0.818759,-0.818759,
2.47E-08,-0.815125,-0.815125,
2.47E-08,-0.813016,-0.813016,
2.47E-08,-0.812211,-0.812211,
2.47E-08,-0.812406,-0.812406,
2.48E-08,-0.813349,-0.813349,
2.48E-08,-0.815069,-0.815069,
2.48E-08,-0.817594,-0.817594,
2.48E-08,-0.820645,-0.820645,
2.49E-08,-0.823614,-0.823614,
2.49E-08,-0.825473,-0.825473,
2.49E-08,-0.825362,-0.825362,
2.49E-08,-0.823004,-0.823004,
2.50E-08,-0.818759,-0.818759,
2.50E-08,-0.813765,-0.813765,
2.50E-08,-0.809437,-0.809437,
2.50E-08,-0.806802,-0.806802,
2.51E-08,-0.806358,-0.806358,
2.51E-08,-0.807689,-0.807689,
2.51E-08,-0.809909,-0.809909,
2.51E-08,-0.811962,-0.811962,
2.52E-08,-0.813182,-0.813182,
2.52E-08,-0.813571,-0.813571,
2.52E-08,-0.813543,-0.813543,
2.52E-08,-0.813848,-0.813848,
2.53E-08,-0.814875,-0.814875,
2.53E-08,-0.816623,-0.816623,
2.53E-08,-0.818398,-0.818398,
2.53E-08,-0.819425,-0.819425,
2.54E-08,-0.819258,-0.819258,
2.54E-08,-0.817954,-0.817954,
2.54E-08,-0.81604,-0.81604,
2.54E-08,-0.81432,-0.81432,
2.55E-08,-0.81346,-0.81346,
2.55E-08,-0.813682,-0.813682,
2.55E-08,-0.814681,-0.814681,
2.55E-08,-0.815929,-0.815929,
2.56E-08,-0.816872,-0.816872,
2.56E-08,-0.817288,-0.817288,
2.56E-08,-0.817178,-0.817178,
2.56E-08,-0.816983,-0.816983,
2.57E-08,-0.816956,-0.816956,
2.57E-08,-0.817178,-0.817178,
2.57E-08,-0.817261,-0.817261,
2.57E-08,-0.816678,-0.816678,
2.58E-08,-0.814792,-0.814792,
2.58E-08,-0.811379,-0.811379,
2.58E-08,-0.806663,-0.806663,
2.58E-08,-0.801281,-0.801281,
2.59E-08,-0.796287,-0.796287,
2.59E-08,-0.792763,-0.792763,
2.59E-08,-0.791681,-0.791681,
2.59E-08,-0.793346,-0.793346,
2.60E-08,-0.797535,-0.797535,
2.60E-08,-0.803334,-0.803334,
2.60E-08,-0.809465,-0.809465,
2.60E-08,-0.814708,-0.814708,
2.61E-08,-0.817954,-0.817954,
2.61E-08,-0.818565,-0.818565,
2.61E-08,-0.816456,-0.816456,
2.61E-08,-0.812184,-0.812184,
2.62E-08,-0.806829,-0.806829,
2.62E-08,-0.801974,-0.801974,
2.62E-08,-0.799117,-0.799117,
2.62E-08,-0.7992,-0.7992,
2.63E-08,-0.802335,-0.802335,
2.63E-08,-0.807356,-0.807356,
2.63E-08,-0.812295,-0.812295,
2.63E-08,-0.815125,-0.815125,
2.64E-08,-0.814597,-0.814597,
2.64E-08,-0.810963,-0.810963,
2.64E-08,-0.80572,-0.80572,
2.64E-08,-0.801114,-0.801114,
2.65E-08,-0.799061,-0.799061,
2.65E-08,-0.800199,-0.800199,
2.65E-08,-0.803611,-0.803611,
2.65E-08,-0.807384,-0.807384,
2.66E-08,-0.809465,-0.809465,
2.66E-08,-0.808771,-0.808771,
2.66E-08,-0.805609,-0.805609,
2.66E-08,-0.801364,-0.801364,
2.67E-08,-0.797785,-0.797785,
2.67E-08,-0.796093,-0.796093,
2.67E-08,-0.796537,-0.796537,
2.67E-08,-0.798368,-0.798368,
2.68E-08,-0.800448,-0.800448,
2.68E-08,-0.801891,-0.801891,
2.68E-08,-0.802418,-0.802418,
2.68E-08,-0.802363,-0.802363,
2.69E-08,-0.802335,-0.802335,
2.69E-08,-0.803056,-0.803056,
2.69E-08,-0.804443,-0.804443,
2.69E-08,-0.806191,-0.806191,
2.70E-08,-0.807689,-0.807689,
2.70E-08,-0.808272,-0.808272,
2.70E-08,-0.807467,-0.807467,
2.70E-08,-0.805192,-0.805192,
2.71E-08,-0.801614,-0.801614,
2.71E-08,-0.797202,-0.797202,
2.71E-08,-0.792625,-0.792625,
2.71E-08,-0.788713,-0.788713,
2.72E-08,-0.786272,-0.786272,
2.72E-08,-0.785911,-0.785911,
2.72E-08,-0.787686,-0.787686,
2.72E-08,-0.791238,-0.791238,
2.73E-08,-0.79576,-0.79576,
2.73E-08,-0.800254,-0.800254,
2.73E-08,-0.803722,-0.803722,
2.73E-08,-0.805498,-0.805498,
2.74E-08,-0.805331,-0.805331,
2.74E-08,-0.803445,-0.803445,
2.74E-08,-0.800532,-0.800532,
2.74E-08,-0.797508,-0.797508,
2.75E-08,-0.795177,-0.795177,
2.75E-08,-0.794067,-0.794067,
2.75E-08,-0.794262,-0.794262,
2.75E-08,-0.795344,-0.795344,
2.76E-08,-0.796675,-0.796675,
2.76E-08,-0.797674,-0.797674,
2.76E-08,-0.797896,-0.797896,
2.76E-08,-0.79748,-0.79748,
2.77E-08,-0.79662,-0.79662,
2.77E-08,-0.79576,-0.79576,
2.77E-08,-0.795177,-0.795177,
2.77E-08,-0.795066,-0.795066,
2.78E-08,-0.795399,-0.795399,
2.78E-08,-0.795982,-0.795982,
2.78E-08,-0.796592,-0.796592,
2.78E-08,-0.796869,-0.796869,
2.79E-08,-0.796481,-0.796481,
2.79E-08,-0.795038,-0.795038,
2.79E-08,-0.792347,-0.792347,
2.79E-08,-0.788657,-0.788657,
2.80E-08,-0.784635,-0.784635,
2.80E-08,-0.781444,-0.781444,
2.80E-08,-0.780251,-0.780251,
2.80E-08,-0.781805,-0.781805,
2.81E-08,-0.785994,-0.785994,
2.81E-08,-0.791654,-0.791654,
2.81E-08,-0.796758,-0.796758,
2.81E-08,-0.799172,-0.799172,
2.82E-08,-0.797563,-0.797563,
2.82E-08,-0.792042,-0.792042,
2.82E-08,-0.783913,-0.783913,
2.82E-08,-0.775646,-0.775646,
2.83E-08,-0.769431,-0.769431,
2.83E-08,-0.766824,-0.766824,
2.83E-08,-0.767684,-0.767684,
2.83E-08,-0.77068,-0.77068,
2.84E-08,-0.773898,-0.773898,
2.84E-08,-0.775812,-0.775812,
2.84E-08,-0.775896,-0.775896,
2.84E-08,-0.77473,-0.77473,
2.85E-08,-0.773454,-0.773454,
2.85E-08,-0.773204,-0.773204,
2.85E-08,-0.774453,-0.774453,
2.85E-08,-0.776978,-0.776978,
2.86E-08,-0.779807,-0.779807,
2.86E-08,-0.781971,-0.781971,
2.86E-08,-0.782804,-0.782804,
2.86E-08,-0.782166,-0.782166,
2.87E-08,-0.780473,-0.780473,
2.87E-08,-0.778365,-0.778365,
2.87E-08,-0.7767,-0.7767,
2.87E-08,-0.776117,-0.776117,
2.88E-08,-0.777061,-0.777061,
2.88E-08,-0.779613,-0.779613,
2.88E-08,-0.78322,-0.78322,
2.88E-08,-0.787132,-0.787132,
2.89E-08,-0.790183,-0.790183,
2.89E-08,-0.791321,-0.791321,
2.89E-08,-0.789934,-0.789934,
2.89E-08,-0.786022,-0.786022,
2.90E-08,-0.780445,-0.780445,
2.90E-08,-0.774675,-0.774675,
2.90E-08,-0.770208,-0.770208,
2.90E-08,-0.768266,-0.768266,
2.91E-08,-0.769126,-0.769126,
2.91E-08,-0.772067,-0.772067,
2.91E-08,-0.775729,-0.775729,
2.91E-08,-0.778698,-0.778698,
2.92E-08,-0.779974,-0.779974,
2.92E-08,-0.779308,-0.779308,
2.92E-08,-0.77731,-0.77731,
2.92E-08,-0.775119,-0.775119,
2.93E-08,-0.773621,-0.773621,
2.93E-08,-0.773204,-0.773204,
2.93E-08,-0.773593,-0.773593,
2.93E-08,-0.773981,-0.773981,
2.94E-08,-0.773482,-0.773482,
2.94E-08,-0.771568,-0.771568,
2.94E-08,-0.768238,-0.768238,
2.94E-08,-0.764188,-0.764188,
2.95E-08,-0.760359,-0.760359,
2.95E-08,-0.757613,-0.757613,
2.95E-08,-0.756309,-0.756309,
2.95E-08,-0.756198,-0.756198,
2.96E-08,-0.756808,-0.756808,
2.96E-08,-0.757696,-0.757696,
2.96E-08,-0.758556,-0.758556,
2.96E-08,-0.75961,-0.75961,
2.97E-08,-0.761164,-0.761164,
2.97E-08,-0.763383,-0.763383,
2.97E-08,-0.76613,-0.76613,
2.97E-08,-0.768904,-0.768904,
2.98E-08,-0.770985,-0.770985,
2.98E-08,-0.771734,-0.771734,
2.98E-08,-0.770763,-0.770763,
2.98E-08,-0.767961,-0.767961,
2.99E-08,-0.763605,-0.763605,
2.99E-08,-0.758223,-0.758223,
2.99E-08,-0.752591,-0.752591,
2.99E-08,-0.747764,-0.747764,
3.00E-08,-0.745045,-0.745045,
3.00E-08,-0.745544,-0.745544,
3.00E-08,-0.749706,-0.749706,
3.00E-08,-0.757058,-0.757058,
3.01E-08,-0.76613,-0.76613,
3.01E-08,-0.774786,-0.774786,
3.01E-08,-0.780834,-0.780834,
3.01E-08,-0.782859,-0.782859,
3.02E-08,-0.780751,-0.780751,
3.02E-08,-0.775812,-0.775812,
3.02E-08,-0.77018,-0.77018,
3.02E-08,-0.766047,-0.766047,
3.03E-08,-0.764881,-0.764881,
3.03E-08,-0.766768,-0.766768,
3.03E-08,-0.770513,-0.770513,
3.03E-08,-0.774259,-0.774259,
3.04E-08,-0.776312,-0.776312,
3.04E-08,-0.775979,-0.775979,
3.04E-08,-0.773898,-0.773898,
3.04E-08,-0.771734,-0.771734,
3.05E-08,-0.771401,-0.771401,
3.05E-08,-0.774148,-0.774148,
3.05E-08,-0.779558,-0.779558,
3.05E-08,-0.785828,-0.785828,
3.06E-08,-0.790239,-0.790239,
3.06E-08,-0.790599,-0.790599,
3.06E-08,-0.786077,-0.786077,
3.06E-08,-0.777754,-0.777754,
3.07E-08,-0.768155,-0.768155,
3.07E-08,-0.760415,-0.760415,
3.07E-08,-0.756753,-0.756753,
3.07E-08,-0.757918,-0.757918,
3.08E-08,-0.762939,-0.762939,
3.08E-08,-0.769737,-0.769737,
3.08E-08,-0.775951,-0.775951,
3.08E-08,-0.779974,-0.779974,
3.09E-08,-0.781444,-0.781444,
3.09E-08,-0.781028,-0.781028,
3.09E-08,-0.779863,-0.779863,
3.09E-08,-0.778975,-0.778975,
3.10E-08,-0.778642,-0.778642,
3.10E-08,-0.778503,-0.778503,
3.10E-08,-0.777865,-0.777865,
3.10E-08,-0.776145,-0.776145,
3.11E-08,-0.773343,-0.773343,
3.11E-08,-0.770042,-0.770042,
3.11E-08,-0.767018,-0.767018,
3.11E-08,-0.765214,-0.765214,
3.12E-08,-0.765103,-0.765103,
3.12E-08,-0.766879,-0.766879,
3.12E-08,-0.770208,-0.770208,
3.12E-08,-0.774397,-0.774397,
3.13E-08,-0.778642,-0.778642,
3.13E-08,-0.782138,-0.782138,
3.13E-08,-0.784163,-0.784163,
3.13E-08,-0.784274,-0.784274,
3.14E-08,-0.782526,-0.782526,
3.14E-08,-0.779336,-0.779336,
3.14E-08,-0.775563,-0.775563,
3.14E-08,-0.772122,-0.772122,
3.15E-08,-0.769875,-0.769875,
3.15E-08,-0.769182,-0.769182,
3.15E-08,-0.769737,-0.769737,
3.15E-08,-0.770763,-0.770763,
3.16E-08,-0.771151,-0.771151,
3.16E-08,-0.77018,-0.77018,
3.16E-08,-0.767489,-0.767489,
3.16E-08,-0.763689,-0.763689,
3.17E-08,-0.759666,-0.759666,
3.17E-08,-0.756614,-0.756614,
3.17E-08,-0.75531,-0.75531,
3.17E-08,-0.755865,-0.755865,
3.18E-08,-0.757696,-0.757696,
3.18E-08,-0.759721,-0.759721,
3.18E-08,-0.76072,-0.76072,
3.18E-08,-0.76011,-0.76011,
3.19E-08,-0.758057,-0.758057,
3.19E-08,-0.755449,-0.755449,
3.19E-08,-0.753534,-0.753534,
3.19E-08,-0.753313,-0.753313,
3.20E-08,-0.755144,-0.755144,
3.20E-08,-0.758556,-0.758556,
3.20E-08,-0.762496,-0.762496,
3.20E-08,-0.765686,-0.765686,
3.21E-08,-0.767129,-0.767129,
3.21E-08,-0.766602,-0.766602,
3.21E-08,-0.764465,-0.764465,
3.21E-08,-0.761497,-0.761497,
3.22E-08,-0.758639,-0.758639,
3.22E-08,-0.756642,-0.756642,
3.22E-08,-0.755893,-0.755893,
3.22E-08,-0.756503,-0.756503,
3.23E-08,-0.758112,-0.758112,
3.23E-08,-0.760165,-0.760165,
3.23E-08,-0.761857,-0.761857,
3.23E-08,-0.762412,-0.762412,
3.24E-08,-0.761247,-0.761247,
3.24E-08,-0.758501,-0.758501,
3.24E-08,-0.754811,-0.754811,
3.24E-08,-0.751454,-0.751454,
3.25E-08,-0.749817,-0.749817,
3.25E-08,-0.75076,-0.75076,
3.25E-08,-0.754089,-0.754089,
3.25E-08,-0.758667,-0.758667,
3.26E-08,-0.762551,-0.762551,
3.26E-08,-0.764049,-0.764049,
3.26E-08,-0.762357,-0.762357,
3.26E-08,-0.757918,-0.757918,
3.27E-08,-0.752425,-0.752425,
3.27E-08,-0.74793,-0.74793,
3.27E-08,-0.745905,-0.745905,
3.27E-08,-0.746626,-0.746626,
3.28E-08,-0.748985,-0.748985,
3.28E-08,-0.751149,-0.751149,
3.28E-08,-0.751481,-0.751481,
3.28E-08,-0.74929,-0.74929,
3.29E-08,-0.745378,-0.745378,
3.29E-08,-0.741522,-0.741522,
3.29E-08,-0.739635,-0.739635,
3.29E-08,-0.740856,-0.740856,
3.30E-08,-0.744629,-0.744629,
3.30E-08,-0.749207,-0.749207,
3.30E-08,-0.752175,-0.752175,
3.30E-08,-0.751787,-0.751787,
3.31E-08,-0.747625,-0.747625,
3.31E-08,-0.741133,-0.741133,
3.31E-08,-0.734614,-0.734614,
3.31E-08,-0.730674,-0.730674,
3.32E-08,-0.730979,-0.730979,
3.32E-08,-0.735474,-0.735474,
3.32E-08,-0.742715,-0.742715,
3.32E-08,-0.750372,-0.750372,
3.33E-08,-0.756059,-0.756059,
3.33E-08,-0.758334,-0.758334,
3.33E-08,-0.756836,-0.756836,
3.33E-08,-0.752591,-0.752591,
3.34E-08,-0.747237,-0.747237,
3.34E-08,-0.742576,-0.742576,
3.34E-08,-0.739885,-0.739885,
3.34E-08,-0.73933,-0.73933,
3.35E-08,-0.740107,-0.740107,
3.35E-08,-0.740828,-0.740828,
3.35E-08,-0.740134,-0.740134,
3.35E-08,-0.737443,-0.737443,
3.36E-08,-0.733143,-0.733143,
3.36E-08,-0.72851,-0.72851,
3.36E-08,-0.725014,-0.725014,
3.36E-08,-0.723849,-0.723849,
3.37E-08,-0.725431,-0.725431,
3.37E-08,-0.729259,-0.729259,
3.37E-08,-0.734197,-0.734197,
3.37E-08,-0.738831,-0.738831,
3.38E-08,-0.741882,-0.741882,
3.38E-08,-0.742742,-0.742742,
3.38E-08,-0.741383,-0.741383,
3.38E-08,-0.738498,-0.738498,
3.39E-08,-0.735057,-0.735057,
3.39E-08,-0.732089,-0.732089,
3.39E-08,-0.730369,-0.730369,
3.39E-08,-0.730313,-0.730313,
3.40E-08,-0.731701,-0.731701,
3.40E-08,-0.734197,-0.734197,
3.40E-08,-0.73711,-0.73711,
3.40E-08,-0.739746,-0.739746,
3.41E-08,-0.741522,-0.741522,
3.41E-08,-0.742215,-0.742215,
3.41E-08,-0.741771,-0.741771,
3.41E-08,-0.740412,-0.740412,
3.42E-08,-0.738442,-0.738442,
3.42E-08,-0.736223,-0.736223,
3.42E-08,-0.734031,-0.734031,
3.42E-08,-0.732172,-0.732172,
3.43E-08,-0.730896,-0.730896,
3.43E-08,-0.730369,-0.730369,
3.43E-08,-0.730646,-0.730646,
3.43E-08,-0.731534,-0.731534,
3.44E-08,-0.732644,-0.732644,
3.44E-08,-0.733532,-0.733532,
3.44E-08,-0.733892,-0.733892,
3.44E-08,-0.73367,-0.73367,
3.45E-08,-0.732949,-0.732949,
3.45E-08,-0.731922,-0.731922,
3.45E-08,-0.730757,-0.730757,
3.45E-08,-0.729453,-0.729453,
3.46E-08,-0.7279,-0.7279,
3.46E-08,-0.725958,-0.725958,
3.46E-08,-0.723544,-0.723544,
3.46E-08,-0.720825,-0.720825,
3.47E-08,-0.71819,-0.71819,
3.47E-08,-0.716137,-0.716137,
3.47E-08,-0.715138,-0.715138,
3.47E-08,-0.715471,-0.715471,
3.48E-08,-0.716913,-0.716913,
3.48E-08,-0.719105,-0.719105,
3.48E-08,-0.721463,-0.721463,
3.48E-08,-0.723461,-0.723461,
3.49E-08,-0.724709,-0.724709,
3.49E-08,-0.724959,-0.724959,
3.49E-08,-0.724127,-0.724127,
3.49E-08,-0.72224,-0.72224,
3.50E-08,-0.719466,-0.719466,
3.50E-08,-0.716275,-0.716275,
3.50E-08,-0.713307,-0.713307,
3.50E-08,-0.711226,-0.711226,
3.51E-08,-0.710532,-0.710532,
3.51E-08,-0.711282,-0.711282,
3.51E-08,-0.712918,-0.712918,
3.51E-08,-0.714555,-0.714555,
3.52E-08,-0.715249,-0.715249,
3.52E-08,-0.714611,-0.714611,
3.52E-08,-0.712974,-0.712974,
3.52E-08,-0.711143,-0.711143,
3.53E-08,-0.70995,-0.70995,
3.53E-08,-0.709811,-0.709811,
3.53E-08,-0.710421,-0.710421,
3.53E-08,-0.71106,-0.71106,
3.54E-08,-0.710893,-0.710893,
3.54E-08,-0.709589,-0.709589,
3.54E-08,-0.707453,-0.707453,
3.54E-08,-0.705344,-0.705344,
3.55E-08,-0.704068,-0.704068,
3.55E-08,-0.704152,-0.704152,
3.55E-08,-0.7054,-0.7054,
3.55E-08,-0.707176,-0.707176,
3.56E-08,-0.708729,-0.708729,
3.56E-08,-0.709561,-0.709561,
3.56E-08,-0.709672,-0.709672,
3.56E-08,-0.709395,-0.709395,
3.57E-08,-0.709062,-0.709062,
3.57E-08,-0.708868,-0.708868,
3.57E-08,-0.708674,-0.708674,
3.57E-08,-0.708258,-0.708258,
3.58E-08,-0.707592,-0.707592,
3.58E-08,-0.706898,-0.706898,
3.58E-08,-0.706843,-0.706843,
3.58E-08,-0.708036,-0.708036,
3.59E-08,-0.710838,-0.710838,
3.59E-08,-0.714888,-0.714888,
3.59E-08,-0.719272,-0.719272,
3.59E-08,-0.722684,-0.722684,
3.60E-08,-0.724154,-0.724154,
3.60E-08,-0.723294,-0.723294,
3.60E-08,-0.720631,-0.720631,
3.60E-08,-0.717468,-0.717468,
3.61E-08,-0.715277,-0.715277,
3.61E-08,-0.715304,-0.715304,
3.61E-08,-0.717912,-0.717912,
3.61E-08,-0.722573,-0.722573,
3.62E-08,-0.727844,-0.727844,
3.62E-08,-0.731978,-0.731978,
3.62E-08,-0.73331,-0.73331,
3.62E-08,-0.731146,-0.731146,
3.63E-08,-0.725736,-0.725736,
3.63E-08,-0.718661,-0.718661,
3.63E-08,-0.712058,-0.712058,
3.63E-08,-0.708258,-0.708258,
3.64E-08,-0.708951,-0.708951,
3.64E-08,-0.7145,-0.7145,
3.64E-08,-0.723683,-0.723683,
3.64E-08,-0.734086,-0.734086,
3.65E-08,-0.742826,-0.742826,
3.65E-08,-0.747459,-0.747459,
3.65E-08,-0.746848,-0.746848,
3.65E-08,-0.741438,-0.741438,
3.66E-08,-0.733004,-0.733004,
3.66E-08,-0.723905,-0.723905,
3.66E-08,-0.71622,-0.71622,
3.66E-08,-0.711254,-0.711254,
3.67E-08,-0.709312,-0.709312,
3.67E-08,-0.709922,-0.709922,
3.67E-08,-0.712197,-0.712197,
3.67E-08,-0.71536,-0.71536,
3.68E-08,-0.718689,-0.718689,
3.68E-08,-0.721713,-0.721713,
3.68E-08,-0.724043,-0.724043,
3.68E-08,-0.725458,-0.725458,
3.69E-08,-0.725874,-0.725874,
3.69E-08,-0.725375,-0.725375,
3.69E-08,-0.724071,-0.724071,
3.69E-08,-0.722157,-0.722157,
3.70E-08,-0.719632,-0.719632,
3.70E-08,-0.71658,-0.71658,
3.70E-08,-0.713057,-0.713057,
3.70E-08,-0.709284,-0.709284,
3.71E-08,-0.705677,-0.705677,
3.71E-08,-0.702737,-0.702737,
3.71E-08,-0.700795,-0.700795,
3.71E-08,-0.699935,-0.699935,
3.72E-08,-0.699824,-0.699824,
3.72E-08,-0.699879,-0.699879,
3.72E-08,-0.699685,-0.699685,
3.72E-08,-0.699213,-0.699213,
3.73E-08,-0.69888,-0.69888,
3.73E-08,-0.699269,-0.699269,
3.73E-08,-0.700795,-0.700795,
3.73E-08,-0.703347,-0.703347,
3.74E-08,-0.706232,-0.706232,
3.74E-08,-0.708507,-0.708507,
3.74E-08,-0.709395,-0.709395,
3.74E-08,-0.708757,-0.708757,
3.75E-08,-0.706898,-0.706898,
3.75E-08,-0.704706,-0.704706,
3.75E-08,-0.703014,-0.703014,
3.75E-08,-0.70232,-0.70232,
3.76E-08,-0.702598,-0.702598,
3.76E-08,-0.703319,-0.703319,
3.76E-08,-0.70368,-0.70368,
3.76E-08,-0.702959,-0.702959,
3.77E-08,-0.700656,-0.700656,
3.77E-08,-0.696689,-0.696689,
3.77E-08,-0.691528,-0.691528,
3.77E-08,-0.686035,-0.686035,
3.78E-08,-0.681291,-0.681291,
3.78E-08,-0.678323,-0.678323,
3.78E-08,-0.677795,-0.677795,
3.78E-08,-0.679737,-0.679737,
3.79E-08,-0.683511,-0.683511,
3.79E-08,-0.688005,-0.688005,
3.79E-08,-0.691944,-0.691944,
3.79E-08,-0.694497,-0.694497,
3.80E-08,-0.695218,-0.695218,
3.80E-08,-0.694497,-0.694497,
3.80E-08,-0.693026,-0.693026,
3.80E-08,-0.691917,-0.691917,
3.81E-08,-0.69175,-0.69175,
3.81E-08,-0.692666,-0.692666,
3.81E-08,-0.694081,-0.694081,
3.81E-08,-0.694996,-0.694996,
3.82E-08,-0.69458,-0.69458,
3.82E-08,-0.692416,-0.692416,
3.82E-08,-0.688837,-0.688837,
3.82E-08,-0.684731,-0.684731,
3.83E-08,-0.681125,-0.681125,
3.83E-08,-0.678766,-0.678766,
3.83E-08,-0.67774,-0.67774,
3.83E-08,-0.677546,-0.677546,
3.84E-08,-0.677407,-0.677407,
3.84E-08,-0.676963,-0.676963,
3.84E-08,-0.676186,-0.676186,
3.84E-08,-0.675631,-0.675631,
3.85E-08,-0.676048,-0.676048,
3.85E-08,-0.677795,-0.677795,
3.85E-08,-0.680653,-0.680653,
3.85E-08,-0.683705,-0.683705,
3.86E-08,-0.685702,-0.685702,
3.86E-08,-0.685647,-0.685647,
3.86E-08,-0.683289,-0.683289,
3.86E-08,-0.679044,-0.679044,
3.87E-08,-0.674078,-0.674078,
3.87E-08,-0.669805,-0.669805,
3.87E-08,-0.667253,-0.667253,
3.87E-08,-0.666865,-0.666865,
3.88E-08,-0.668446,-0.668446,
3.88E-08,-0.671414,-0.671414,
3.88E-08,-0.674993,-0.674993,
3.88E-08,-0.678572,-0.678572,
3.89E-08,-0.68179,-0.68179,
3.89E-08,-0.684454,-0.684454,
3.89E-08,-0.68634,-0.68634,
3.89E-08,-0.687145,-0.687145,
3.90E-08,-0.686562,-0.686562,
3.90E-08,-0.684482,-0.684482,
3.90E-08,-0.681152,-0.681152,
3.90E-08,-0.677157,-0.677157,
3.91E-08,-0.673356,-0.673356,
3.91E-08,-0.67061,-0.67061,
3.91E-08,-0.669361,-0.669361,
3.91E-08,-0.66975,-0.66975,
3.92E-08,-0.671581,-0.671581,
3.92E-08,-0.674522,-0.674522,
3.92E-08,-0.678073,-0.678073,
3.92E-08,-0.681874,-0.681874,
3.93E-08,-0.685536,-0.685536,
3.93E-08,-0.688504,-0.688504,
3.93E-08,-0.690446,-0.690446,
3.93E-08,-0.691057,-0.691057,
3.94E-08,-0.690502,-0.690502,
3.94E-08,-0.689226,-0.689226,
3.94E-08,-0.687783,-0.687783,
3.94E-08,-0.686812,-0.686812,
3.95E-08,-0.686618,-0.686618,
3.95E-08,-0.687145,-0.687145,
3.95E-08,-0.687977,-0.687977,
3.95E-08,-0.688865,-0.688865,
3.96E-08,-0.689586,-0.689586,
3.96E-08,-0.690641,-0.690641,
3.96E-08,-0.692555,-0.692555,
3.96E-08,-0.695939,-0.695939,
3.97E-08,-0.700739,-0.700739,
3.97E-08,-0.70626,-0.70626,
3.97E-08,-0.711004,-0.711004,
3.97E-08,-0.713529,-0.713529,
3.98E-08,-0.712863,-0.712863,
3.98E-08,-0.709201,-0.709201,
3.98E-08,-0.703624,-0.703624,
3.98E-08,-0.697854,-0.697854,
3.99E-08,-0.693554,-0.693554,
3.99E-08,-0.691612,-0.691612,
3.99E-08,-0.691917,-0.691917,
3.99E-08,-0.693609,-0.693609,
4.00E-08,-0.695301,-0.695301,
4.00E-08,-0.695939,-0.695939,
4.00E-08,-0.694913,-0.694913,
4.00E-08,-0.692444,-0.692444,
4.01E-08,-0.689226,-0.689226,
4.01E-08,-0.686118,-0.686118,
4.01E-08,-0.683816,-0.683816,
4.01E-08,-0.68254,-0.68254,
4.02E-08,-0.682068,-0.682068,
4.02E-08,-0.681957,-0.681957,
4.02E-08,-0.681735,-0.681735,
4.02E-08,-0.681097,-0.681097,
4.03E-08,-0.679987,-0.679987,
4.03E-08,-0.678406,-0.678406,
4.03E-08,-0.676408,-0.676408,
4.03E-08,-0.674161,-0.674161,
4.04E-08,-0.671942,-0.671942,
4.04E-08,-0.670138,-0.670138,
4.04E-08,-0.669223,-0.669223,
4.04E-08,-0.669583,-0.669583,
4.05E-08,-0.671193,-0.671193,
4.05E-08,-0.673662,-0.673662,
4.05E-08,-0.675964,-0.675964,
4.05E-08,-0.676991,-0.676991,
