LECROYWP740Zi,47836,Waveform,
Segments,1,SegmentSize,4002
Segment,TrigTime,TimeSinceSegment1,
#1,3/1/2007 6:05,0,
Time,Ch1,Ch2,
Second,Value,Value,
5.81E-09,-0.709007,-0.709007,
5.83E-09,-0.71056,-0.71056,
5.86E-09,-0.71106,-0.71106,
5.88E-09,-0.710338,-0.710338,
5.91E-09,-0.708951,-0.708951,
5.93E-09,-0.707619,-0.707619,
5.96E-09,-0.70687,-0.70687,
5.98E-09,-0.706954,-0.706954,
6.01E-09,-0.707814,-0.707814,
6.03E-09,-0.709256,-0.709256,
6.06E-09,-0.711032,-0.711032,
6.08E-09,-0.713057,-0.713057,
6.11E-09,-0.715082,-0.715082,
6.13E-09,-0.716941,-0.716941,
6.16E-09,-0.718245,-0.718245,
6.18E-09,-0.718744,-0.718744,
6.21E-09,-0.718384,-0.718384,
6.23E-09,-0.71733,-0.71733,
6.26E-09,-0.715748,-0.715748,
6.28E-09,-0.713945,-0.713945,
6.31E-09,-0.712086,-0.712086,
6.33E-09,-0.710366,-0.710366,
6.36E-09,-0.708923,-0.708923,
6.38E-09,-0.707897,-0.707897,
6.41E-09,-0.707592,-0.707592,
6.43E-09,-0.708258,-0.708258,
6.46E-09,-0.710005,-0.710005,
6.48E-09,-0.712641,-0.712641,
6.51E-09,-0.715582,-0.715582,
6.53E-09,-0.718051,-0.718051,
6.56E-09,-0.719244,-0.719244,
6.58E-09,-0.718578,-0.718578,
6.61E-09,-0.716081,-0.716081,
6.63E-09,-0.712364,-0.712364,
6.66E-09,-0.708479,-0.708479,
6.68E-09,-0.70565,-0.70565,
6.71E-09,-0.704651,-0.704651,
6.73E-09,-0.705705,-0.705705,
6.76E-09,-0.708202,-0.708202,
6.78E-09,-0.711198,-0.711198,
6.81E-09,-0.713612,-0.713612,
6.83E-09,-0.714916,-0.714916,
6.86E-09,-0.715193,-0.715193,
6.88E-09,-0.714833,-0.714833,
6.91E-09,-0.714444,-0.714444,
6.93E-09,-0.71425,-0.71425,
6.96E-09,-0.714306,-0.714306,
6.98E-09,-0.714389,-0.714389,
7.01E-09,-0.714222,-0.714222,
7.03E-09,-0.713834,-0.713834,
7.06E-09,-0.713418,-0.713418,
7.08E-09,-0.713418,-0.713418,
7.11E-09,-0.713945,-0.713945,
7.13E-09,-0.715082,-0.715082,
7.16E-09,-0.716608,-0.716608,
7.18E-09,-0.718356,-0.718356,
7.21E-09,-0.720298,-0.720298,
7.23E-09,-0.722462,-0.722462,
7.26E-09,-0.724876,-0.724876,
7.28E-09,-0.727345,-0.727345,
7.31E-09,-0.729648,-0.729648,
7.33E-09,-0.731423,-0.731423,
7.36E-09,-0.732505,-0.732505,
7.38E-09,-0.732894,-0.732894,
7.41E-09,-0.732866,-0.732866,
7.43E-09,-0.732644,-0.732644,
7.46E-09,-0.732394,-0.732394,
7.48E-09,-0.731978,-0.731978,
7.51E-09,-0.731146,-0.731146,
7.53E-09,-0.729675,-0.729675,
7.56E-09,-0.727678,-0.727678,
7.58E-09,-0.725902,-0.725902,
7.61E-09,-0.725125,-0.725125,
7.63E-09,-0.72618,-0.72618,
7.66E-09,-0.72937,-0.72937,
7.68E-09,-0.734114,-0.734114,
7.71E-09,-0.73933,-0.73933,
7.73E-09,-0.743547,-0.743547,
7.76E-09,-0.745572,-0.745572,
7.78E-09,-0.744823,-0.744823,
7.81E-09,-0.741605,-0.741605,
7.83E-09,-0.737055,-0.737055,
7.86E-09,-0.732588,-0.732588,
7.88E-09,-0.729703,-0.729703,
7.91E-09,-0.729287,-0.729287,
7.93E-09,-0.731451,-0.731451,
7.96E-09,-0.735474,-0.735474,
7.98E-09,-0.740329,-0.740329,
8.01E-09,-0.744823,-0.744823,
8.03E-09,-0.748347,-0.748347,
8.06E-09,-0.750705,-0.750705,
8.08E-09,-0.752314,-0.752314,
8.11E-09,-0.753562,-0.753562,
8.13E-09,-0.754922,-0.754922,
8.16E-09,-0.756448,-0.756448,
8.18E-09,-0.757946,-0.757946,
8.21E-09,-0.758972,-0.758972,
8.23E-09,-0.759111,-0.759111,
8.26E-09,-0.758112,-0.758112,
8.28E-09,-0.756198,-0.756198,
8.31E-09,-0.753867,-0.753867,
8.33E-09,-0.751981,-0.751981,
8.36E-09,-0.751481,-0.751481,
8.38E-09,-0.753229,-0.753229,
8.41E-09,-0.757502,-0.757502,
8.43E-09,-0.763883,-0.763883,
8.46E-09,-0.771151,-0.771151,
8.48E-09,-0.777532,-0.777532,
8.51E-09,-0.781222,-0.781222,
8.53E-09,-0.781222,-0.781222,
8.56E-09,-0.777671,-0.777671,
8.58E-09,-0.771984,-0.771984,
8.61E-09,-0.766296,-0.766296,
8.63E-09,-0.762718,-0.762718,
8.66E-09,-0.762523,-0.762523,
8.68E-09,-0.765769,-0.765769,
8.71E-09,-0.771373,-0.771373,
8.73E-09,-0.777838,-0.777838,
8.76E-09,-0.783664,-0.783664,
8.78E-09,-0.788019,-0.788019,
8.81E-09,-0.790794,-0.790794,
8.83E-09,-0.792431,-0.792431,
8.86E-09,-0.79354,-0.79354,
8.88E-09,-0.794816,-0.794816,
8.91E-09,-0.796426,-0.796426,
8.93E-09,-0.798284,-0.798284,
8.96E-09,-0.800032,-0.800032,
8.98E-09,-0.801059,-0.801059,
9.01E-09,-0.801086,-0.801086,
9.03E-09,-0.800199,-0.800199,
9.06E-09,-0.79895,-0.79895,
9.08E-09,-0.798173,-0.798173,
9.11E-09,-0.798701,-0.798701,
9.13E-09,-0.800975,-0.800975,
9.16E-09,-0.804832,-0.804832,
9.18E-09,-0.809465,-0.809465,
9.21E-09,-0.813793,-0.813793,
9.23E-09,-0.816928,-0.816928,
9.26E-09,-0.818343,-0.818343,
9.28E-09,-0.818343,-0.818343,
9.31E-09,-0.817566,-0.817566,
9.33E-09,-0.816845,-0.816845,
9.36E-09,-0.816512,-0.816512,
9.38E-09,-0.816539,-0.816539,
9.41E-09,-0.816317,-0.816317,
9.43E-09,-0.815319,-0.815319,
9.46E-09,-0.813293,-0.813293,
9.48E-09,-0.810325,-0.810325,
9.51E-09,-0.806857,-0.806857,
9.53E-09,-0.803556,-0.803556,
9.56E-09,-0.80092,-0.80092,
9.58E-09,-0.799311,-0.799311,
9.61E-09,-0.798839,-0.798839,
9.63E-09,-0.79945,-0.79945,
9.66E-09,-0.801086,-0.801086,
9.68E-09,-0.803445,-0.803445,
9.71E-09,-0.805941,-0.805941,
9.73E-09,-0.807828,-0.807828,
9.76E-09,-0.808161,-0.808161,
9.78E-09,-0.806385,-0.806385,
9.81E-09,-0.802279,-0.802279,
9.83E-09,-0.796426,-0.796426,
9.86E-09,-0.78985,-0.78985,
9.88E-09,-0.783858,-0.783858,
9.91E-09,-0.779419,-0.779419,
9.93E-09,-0.777005,-0.777005,
9.96E-09,-0.776561,-0.776561,
9.98E-09,-0.777671,-0.777671,
1.00E-08,-0.779891,-0.779891,
1.00E-08,-0.782776,-0.782776,
1.01E-08,-0.785939,-0.785939,
1.01E-08,-0.789018,-0.789018,
1.01E-08,-0.791376,-0.791376,
1.01E-08,-0.792597,-0.792597,
1.02E-08,-0.792486,-0.792486,
1.02E-08,-0.791487,-0.791487,
1.02E-08,-0.790239,-0.790239,
1.02E-08,-0.789656,-0.789656,
1.03E-08,-0.790267,-0.790267,
1.03E-08,-0.792014,-0.792014,
1.03E-08,-0.794262,-0.794262,
1.03E-08,-0.796259,-0.796259,
1.04E-08,-0.797508,-0.797508,
1.04E-08,-0.798257,-0.798257,
1.04E-08,-0.799505,-0.799505,
1.04E-08,-0.802557,-0.802557,
1.05E-08,-0.808327,-0.808327,
1.05E-08,-0.81665,-0.81665,
1.05E-08,-0.826,-0.826,
1.05E-08,-0.834156,-0.834156,
1.06E-08,-0.838873,-0.838873,
1.06E-08,-0.838873,-0.838873,
1.06E-08,-0.834517,-0.834517,
1.06E-08,-0.827609,-0.827609,
1.07E-08,-0.820645,-0.820645,
1.07E-08,-0.815985,-0.815985,
1.07E-08,-0.814903,-0.814903,
1.07E-08,-0.817455,-0.817455,
1.08E-08,-0.822698,-0.822698,
1.08E-08,-0.829274,-0.829274,
1.08E-08,-0.835904,-0.835904,
1.08E-08,-0.841814,-0.841814,
1.09E-08,-0.846447,-0.846447,
1.09E-08,-0.849526,-0.849526,
1.09E-08,-0.850941,-0.850941,
1.09E-08,-0.850719,-0.850719,
1.10E-08,-0.849055,-0.849055,
1.10E-08,-0.846391,-0.846391,
1.10E-08,-0.843284,-0.843284,
1.10E-08,-0.84026,-0.84026,
1.11E-08,-0.837874,-0.837874,
1.11E-08,-0.836515,-0.836515,
1.11E-08,-0.836376,-0.836376,
1.11E-08,-0.837541,-0.837541,
1.12E-08,-0.839844,-0.839844,
1.12E-08,-0.843062,-0.843062,
1.12E-08,-0.846835,-0.846835,
1.12E-08,-0.851024,-0.851024,
1.13E-08,-0.855435,-0.855435,
1.13E-08,-0.86018,-0.86018,
1.13E-08,-0.865229,-0.865229,
1.13E-08,-0.870334,-0.870334,
1.14E-08,-0.87505,-0.87505,
1.14E-08,-0.878795,-0.878795,
1.14E-08,-0.881209,-0.881209,
1.14E-08,-0.882374,-0.882374,
1.15E-08,-0.88304,-0.88304,
1.15E-08,-0.884316,-0.884316,
1.15E-08,-0.887368,-0.887368,
1.15E-08,-0.892806,-0.892806,
1.16E-08,-0.900463,-0.900463,
1.16E-08,-0.909535,-0.909535,
1.16E-08,-0.918607,-0.918607,
1.16E-08,-0.92643,-0.92643,
1.17E-08,-0.932173,-0.932173,
1.17E-08,-0.935586,-0.935586,
1.17E-08,-0.937306,-0.937306,
1.17E-08,-0.938388,-0.938388,
1.18E-08,-0.940136,-0.940136,
1.18E-08,-0.943659,-0.943659,
1.18E-08,-0.949457,-0.949457,
1.18E-08,-0.95742,-0.95742,
1.19E-08,-0.966575,-0.966575,
1.19E-08,-0.975702,-0.975702,
1.19E-08,-0.983498,-0.983498,
1.19E-08,-0.989102,-0.989102,
1.20E-08,-0.992487,-0.992487,
1.20E-08,-0.994568,-0.994568,
1.20E-08,-0.996704,-0.996704,
1.20E-08,-1.00045,-1.00045,
1.21E-08,-1.00661,-1.00661,
1.21E-08,-1.01474,-1.01474,
1.21E-08,-1.02334,-1.02334,
1.21E-08,-1.03047,-1.03047,
1.22E-08,-1.03449,-1.03449,
1.22E-08,-1.03507,-1.03507,
1.22E-08,-1.03316,-1.03316,
1.22E-08,-1.0308,-1.0308,
1.23E-08,-1.02997,-1.02997,
1.23E-08,-1.03199,-1.03199,
1.23E-08,-1.03665,-1.03665,
1.23E-08,-1.04256,-1.04256,
1.24E-08,-1.04775,-1.04775,
1.24E-08,-1.05069,-1.05069,
1.24E-08,-1.05064,-1.05064,
1.24E-08,-1.04803,-1.04803,
1.25E-08,-1.04401,-1.04401,
1.25E-08,-1.03984,-1.03984,
1.25E-08,-1.03646,-1.03646,
1.25E-08,-1.0341,-1.0341,
1.26E-08,-1.03247,-1.03247,
1.26E-08,-1.03111,-1.03111,
1.26E-08,-1.02955,-1.02955,
1.26E-08,-1.02772,-1.02772,
1.27E-08,-1.02572,-1.02572,
1.27E-08,-1.02367,-1.02367,
1.27E-08,-1.02156,-1.02156,
1.27E-08,-1.01931,-1.01931,
1.28E-08,-1.0169,-1.0169,
1.28E-08,-1.01449,-1.01449,
1.28E-08,-1.01252,-1.01252,
1.28E-08,-1.01149,-1.01149,
1.29E-08,-1.01166,-1.01166,
1.29E-08,-1.01249,-1.01249,
1.29E-08,-1.01296,-1.01296,
1.29E-08,-1.0118,-1.0118,
1.30E-08,-1.00816,-1.00816,
1.30E-08,-1.00206,-1.00206,
1.30E-08,-0.994485,-0.994485,
1.30E-08,-0.986855,-0.986855,
1.31E-08,-0.980585,-0.980585,
1.31E-08,-0.976507,-0.976507,
1.31E-08,-0.974426,-0.974426,
1.31E-08,-0.973649,-0.973649,
1.32E-08,-0.973178,-0.973178,
1.32E-08,-0.972373,-0.972373,
1.32E-08,-0.970958,-0.970958,
1.32E-08,-0.969266,-0.969266,
1.33E-08,-0.967768,-0.967768,
1.33E-08,-0.966769,-0.966769,
1.33E-08,-0.966048,-0.966048,
1.33E-08,-0.96516,-0.96516,
1.34E-08,-0.963412,-0.963412,
1.34E-08,-0.960388,-0.960388,
1.34E-08,-0.95606,-0.95606,
1.34E-08,-0.951039,-0.951039,
1.35E-08,-0.946156,-0.946156,
1.35E-08,-0.942272,-0.942272,
1.35E-08,-0.939969,-0.939969,
1.35E-08,-0.939331,-0.939331,
1.36E-08,-0.94008,-0.94008,
1.36E-08,-0.941689,-0.941689,
1.36E-08,-0.94352,-0.94352,
1.36E-08,-0.945157,-0.945157,
1.37E-08,-0.946378,-0.946378,
1.37E-08,-0.947155,-0.947155,
1.37E-08,-0.947377,-0.947377,
1.37E-08,-0.947016,-0.947016,
1.38E-08,-0.945795,-0.945795,
1.38E-08,-0.943714,-0.943714,
1.38E-08,-0.940801,-0.940801,
1.38E-08,-0.937528,-0.937528,
1.39E-08,-0.934642,-0.934642,
1.39E-08,-0.932922,-0.932922,
1.39E-08,-0.932728,-0.932728,
1.39E-08,-0.933755,-0.933755,
1.40E-08,-0.934948,-0.934948,
1.40E-08,-0.935142,-0.935142,
1.40E-08,-0.933533,-0.933533,
1.40E-08,-0.930259,-0.930259,
1.41E-08,-0.926347,-0.926347,
1.41E-08,-0.923184,-0.923184,
1.41E-08,-0.921881,-0.921881,
1.41E-08,-0.922713,-0.922713,
1.42E-08,-0.924849,-0.924849,
1.42E-08,-0.926819,-0.926819,
1.42E-08,-0.927318,-0.927318,
1.42E-08,-0.925681,-0.925681,
1.43E-08,-0.922213,-0.922213,
1.43E-08,-0.917913,-0.917913,
1.43E-08,-0.913946,-0.913946,
1.43E-08,-0.910977,-0.910977,
1.44E-08,-0.909341,-0.909341,
1.44E-08,-0.908924,-0.908924,
1.44E-08,-0.909563,-0.909563,
1.44E-08,-0.911227,-0.911227,
1.45E-08,-0.913807,-0.913807,
1.45E-08,-0.917081,-0.917081,
1.45E-08,-0.920216,-0.920216,
1.45E-08,-0.921992,-0.921992,
1.46E-08,-0.921215,-0.921215,
1.46E-08,-0.917164,-0.917164,
1.46E-08,-0.909979,-0.909979,
1.46E-08,-0.900934,-0.900934,
1.47E-08,-0.892001,-0.892001,
1.47E-08,-0.885259,-0.885259,
1.47E-08,-0.882235,-0.882235,
1.47E-08,-0.883345,-0.883345,
1.48E-08,-0.887951,-0.887951,
1.48E-08,-0.894498,-0.894498,
1.48E-08,-0.901018,-0.901018,
1.48E-08,-0.905873,-0.905873,
1.49E-08,-0.908009,-0.908009,
1.49E-08,-0.907232,-0.907232,
1.49E-08,-0.904042,-0.904042,
1.49E-08,-0.899492,-0.899492,
1.50E-08,-0.894748,-0.894748,
1.50E-08,-0.890947,-0.890947,
1.50E-08,-0.888616,-0.888616,
1.50E-08,-0.887701,-0.887701,
1.51E-08,-0.887507,-0.887507,
1.51E-08,-0.887063,-0.887063,
1.51E-08,-0.885648,-0.885648,
1.51E-08,-0.883179,-0.883179,
1.52E-08,-0.880266,-0.880266,
1.52E-08,-0.878129,-0.878129,
1.52E-08,-0.877852,-0.877852,
1.52E-08,-0.879905,-0.879905,
1.53E-08,-0.883678,-0.883678,
1.53E-08,-0.887812,-0.887812,
1.53E-08,-0.89042,-0.89042,
1.53E-08,-0.890281,-0.890281,
1.54E-08,-0.887174,-0.887174,
1.54E-08,-0.882291,-0.882291,
1.54E-08,-0.877602,-0.877602,
1.54E-08,-0.874856,-0.874856,
1.55E-08,-0.874828,-0.874828,
1.55E-08,-0.876853,-0.876853,
1.55E-08,-0.879267,-0.879267,
1.55E-08,-0.880266,-0.880266,
1.56E-08,-0.878989,-0.878989,
1.56E-08,-0.876132,-0.876132,
1.56E-08,-0.873524,-0.873524,
1.56E-08,-0.873358,-0.873358,
1.57E-08,-0.877047,-0.877047,
1.57E-08,-0.884316,-0.884316,
1.57E-08,-0.893111,-0.893111,
1.57E-08,-0.900324,-0.900324,
1.58E-08,-0.903098,-0.903098,
1.58E-08,-0.900269,-0.900269,
1.58E-08,-0.892667,-0.892667,
1.58E-08,-0.883123,-0.883123,
1.59E-08,-0.875161,-0.875161,
1.59E-08,-0.871582,-0.871582,
1.59E-08,-0.873108,-0.873108,
1.59E-08,-0.87824,-0.87824,
1.60E-08,-0.884011,-0.884011,
1.60E-08,-0.887368,-0.887368,
1.60E-08,-0.886508,-0.886508,
1.60E-08,-0.881792,-0.881792,
1.61E-08,-0.875411,-0.875411,
1.61E-08,-0.870389,-0.870389,
1.61E-08,-0.869141,-0.869141,
1.61E-08,-0.872414,-0.872414,
1.62E-08,-0.8791,-0.8791,
1.62E-08,-0.886674,-0.886674,
1.62E-08,-0.89214,-0.89214,
1.62E-08,-0.893499,-0.893499,
1.63E-08,-0.890115,-0.890115,
1.63E-08,-0.883068,-0.883068,
1.63E-08,-0.874634,-0.874634,
1.63E-08,-0.867421,-0.867421,
1.64E-08,-0.863481,-0.863481,
1.64E-08,-0.863647,-0.863647,
1.64E-08,-0.867504,-0.867504,
1.64E-08,-0.873635,-0.873635,
1.65E-08,-0.88021,-0.88021,
1.65E-08,-0.885648,-0.885648,
1.65E-08,-0.888922,-0.888922,
1.65E-08,-0.889726,-0.889726,
1.66E-08,-0.888422,-0.888422,
1.66E-08,-0.885814,-0.885814,
1.66E-08,-0.882818,-0.882818,
1.66E-08,-0.880432,-0.880432,
1.67E-08,-0.879184,-0.879184,
1.67E-08,-0.879211,-0.879211,
1.67E-08,-0.879988,-0.879988,
1.67E-08,-0.880626,-0.880626,
1.68E-08,-0.880155,-0.880155,
1.68E-08,-0.877963,-0.877963,
1.68E-08,-0.874162,-0.874162,
1.68E-08,-0.869751,-0.869751,
1.69E-08,-0.866117,-0.866117,
1.69E-08,-0.864591,-0.864591,
1.69E-08,-0.865784,-0.865784,
1.69E-08,-0.869252,-0.869252,
1.70E-08,-0.873691,-0.873691,
1.70E-08,-0.877436,-0.877436,
1.70E-08,-0.878989,-0.878989,
1.70E-08,-0.877769,-0.877769,
1.71E-08,-0.874245,-0.874245,
1.71E-08,-0.869834,-0.869834,
1.71E-08,-0.866089,-0.866089,
1.71E-08,-0.864452,-0.864452,
1.72E-08,-0.865395,-0.865395,
1.72E-08,-0.868808,-0.868808,
1.72E-08,-0.873718,-0.873718,
1.72E-08,-0.8791,-0.8791,
1.73E-08,-0.8839,-0.8839,
1.73E-08,-0.887423,-0.887423,
1.73E-08,-0.889116,-0.889116,
1.73E-08,-0.888811,-0.888811,
1.74E-08,-0.886647,-0.886647,
1.74E-08,-0.883012,-0.883012,
1.74E-08,-0.878546,-0.878546,
1.74E-08,-0.874301,-0.874301,
1.75E-08,-0.871055,-0.871055,
1.75E-08,-0.869363,-0.869363,
1.75E-08,-0.869085,-0.869085,
1.75E-08,-0.86964,-0.86964,
1.76E-08,-0.870084,-0.870084,
1.76E-08,-0.869973,-0.869973,
1.76E-08,-0.869196,-0.869196,
1.76E-08,-0.868225,-0.868225,
1.77E-08,-0.86767,-0.86767,
1.77E-08,-0.867864,-0.867864,
1.77E-08,-0.868752,-0.868752,
1.77E-08,-0.869834,-0.869834,
1.78E-08,-0.870583,-0.870583,
1.78E-08,-0.870833,-0.870833,
1.78E-08,-0.870611,-0.870611,
1.78E-08,-0.870417,-0.870417,
1.79E-08,-0.870639,-0.870639,
1.79E-08,-0.871249,-0.871249,
1.79E-08,-0.87197,-0.87197,
1.79E-08,-0.872192,-0.872192,
1.80E-08,-0.87161,-0.87161,
1.80E-08,-0.870306,-0.870306,
1.80E-08,-0.868586,-0.868586,
1.80E-08,-0.86706,-0.86706,
1.81E-08,-0.866061,-0.866061,
1.81E-08,-0.865617,-0.865617,
1.81E-08,-0.865368,-0.865368,
1.81E-08,-0.864951,-0.864951,
1.82E-08,-0.86398,-0.86398,
1.82E-08,-0.862482,-0.862482,
1.82E-08,-0.86079,-0.86079,
1.82E-08,-0.85932,-0.85932,
1.83E-08,-0.858459,-0.858459,
1.83E-08,-0.858404,-0.858404,
1.83E-08,-0.859125,-0.859125,
1.83E-08,-0.860457,-0.860457,
1.84E-08,-0.862177,-0.862177,
1.84E-08,-0.86423,-0.86423,
1.84E-08,-0.866505,-0.866505,
1.84E-08,-0.868863,-0.868863,
1.85E-08,-0.871083,-0.871083,
1.85E-08,-0.872692,-0.872692,
1.85E-08,-0.873191,-0.873191,
1.85E-08,-0.87222,-0.87222,
1.86E-08,-0.869529,-0.869529,
1.86E-08,-0.865423,-0.865423,
1.86E-08,-0.86054,-0.86054,
1.86E-08,-0.855907,-0.855907,
1.87E-08,-0.852522,-0.852522,
1.87E-08,-0.851246,-0.851246,
1.87E-08,-0.852356,-0.852356,
1.87E-08,-0.855602,-0.855602,
1.88E-08,-0.860152,-0.860152,
1.88E-08,-0.864979,-0.864979,
1.88E-08,-0.868863,-0.868863,
1.88E-08,-0.870944,-0.870944,
1.89E-08,-0.870805,-0.870805,
1.89E-08,-0.868558,-0.868558,
1.89E-08,-0.864757,-0.864757,
1.89E-08,-0.860485,-0.860485,
1.90E-08,-0.857017,-0.857017,
1.90E-08,-0.855574,-0.855574,
1.90E-08,-0.856712,-0.856712,
1.90E-08,-0.860346,-0.860346,
1.91E-08,-0.865395,-0.865395,
1.91E-08,-0.870195,-0.870195,
1.91E-08,-0.872914,-0.872914,
1.91E-08,-0.87247,-0.87247,
1.92E-08,-0.86878,-0.86878,
1.92E-08,-0.863287,-0.863287,
1.92E-08,-0.858071,-0.858071,
1.92E-08,-0.855352,-0.855352,
1.93E-08,-0.856323,-0.856323,
1.93E-08,-0.860707,-0.860707,
1.93E-08,-0.866616,-0.866616,
1.93E-08,-0.871665,-0.871665,
1.94E-08,-0.873857,-0.873857,
1.94E-08,-0.872525,-0.872525,
1.94E-08,-0.868558,-0.868558,
1.94E-08,-0.864036,-0.864036,
1.95E-08,-0.86104,-0.86104,
1.95E-08,-0.860845,-0.860845,
1.95E-08,-0.863342,-0.863342,
1.95E-08,-0.867171,-0.867171,
1.96E-08,-0.870417,-0.870417,
1.96E-08,-0.871416,-0.871416,
1.96E-08,-0.869474,-0.869474,
1.96E-08,-0.865062,-0.865062,
1.97E-08,-0.859569,-0.859569,
1.97E-08,-0.854603,-0.854603,
1.97E-08,-0.851524,-0.851524,
1.97E-08,-0.85083,-0.85083,
1.98E-08,-0.852106,-0.852106,
1.98E-08,-0.854437,-0.854437,
1.98E-08,-0.85685,-0.85685,
1.98E-08,-0.858654,-0.858654,
1.99E-08,-0.859569,-0.859569,
1.99E-08,-0.859847,-0.859847,
1.99E-08,-0.859819,-0.859819,
1.99E-08,-0.859874,-0.859874,
2.00E-08,-0.860124,-0.860124,
2.00E-08,-0.860679,-0.860679,
2.00E-08,-0.861456,-0.861456,
2.00E-08,-0.862371,-0.862371,
2.01E-08,-0.863342,-0.863342,
2.01E-08,-0.864258,-0.864258,
2.01E-08,-0.864951,-0.864951,
2.01E-08,-0.865257,-0.865257,
2.02E-08,-0.865035,-0.865035,
2.02E-08,-0.864369,-0.864369,
2.02E-08,-0.86337,-0.86337,
2.02E-08,-0.862344,-0.862344,
2.03E-08,-0.861539,-0.861539,
2.03E-08,-0.861151,-0.861151,
2.03E-08,-0.861289,-0.861289,
2.03E-08,-0.861789,-0.861789,
2.04E-08,-0.862593,-0.862593,
2.04E-08,-0.863481,-0.863481,
2.04E-08,-0.864397,-0.864397,
2.04E-08,-0.865229,-0.865229,
2.05E-08,-0.86595,-0.86595,
2.05E-08,-0.866366,-0.866366,
2.05E-08,-0.866144,-0.866144,
2.05E-08,-0.865062,-0.865062,
2.06E-08,-0.863009,-0.863009,
2.06E-08,-0.86018,-0.86018,
2.06E-08,-0.85685,-0.85685,
2.06E-08,-0.853549,-0.853549,
2.07E-08,-0.850747,-0.850747,
2.07E-08,-0.848666,-0.848666,
2.07E-08,-0.847529,-0.847529,
2.07E-08,-0.847307,-0.847307,
2.08E-08,-0.847973,-0.847973,
2.08E-08,-0.849498,-0.849498,
2.08E-08,-0.851829,-0.851829,
2.08E-08,-0.854714,-0.854714,
2.09E-08,-0.857655,-0.857655,
2.09E-08,-0.859874,-0.859874,
2.09E-08,-0.860762,-0.860762,
2.09E-08,-0.859985,-0.859985,
2.10E-08,-0.857683,-0.857683,
2.10E-08,-0.854575,-0.854575,
2.10E-08,-0.851357,-0.851357,
2.10E-08,-0.848722,-0.848722,
2.11E-08,-0.846807,-0.846807,
2.11E-08,-0.845448,-0.845448,
2.11E-08,-0.844338,-0.844338,
2.11E-08,-0.843395,-0.843395,
2.12E-08,-0.842868,-0.842868,
2.12E-08,-0.843256,-0.843256,
2.12E-08,-0.844838,-0.844838,
2.12E-08,-0.847612,-0.847612,
2.13E-08,-0.850858,-0.850858,
2.13E-08,-0.853604,-0.853604,
2.13E-08,-0.854908,-0.854908,
2.13E-08,-0.854298,-0.854298,
2.14E-08,-0.851912,-0.851912,
2.14E-08,-0.848472,-0.848472,
2.14E-08,-0.844921,-0.844921,
2.14E-08,-0.842119,-0.842119,
2.15E-08,-0.84051,-0.84051,
2.15E-08,-0.840121,-0.840121,
2.15E-08,-0.840537,-0.840537,
2.15E-08,-0.841231,-0.841231,
2.16E-08,-0.84173,-0.84173,
2.16E-08,-0.841758,-0.841758,
2.16E-08,-0.84112,-0.84112,
2.16E-08,-0.839927,-0.839927,
2.17E-08,-0.838373,-0.838373,
2.17E-08,-0.836847,-0.836847,
2.17E-08,-0.835849,-0.835849,
2.17E-08,-0.835821,-0.835821,
2.18E-08,-0.836986,-0.836986,
2.18E-08,-0.839372,-0.839372,
2.18E-08,-0.842674,-0.842674,
2.18E-08,-0.846225,-0.846225,
2.19E-08,-0.849165,-0.849165,
2.19E-08,-0.850525,-0.850525,
2.19E-08,-0.849526,-0.849526,
2.19E-08,-0.846058,-0.846058,
2.20E-08,-0.840759,-0.840759,
2.20E-08,-0.8351,-0.8351,
2.20E-08,-0.830633,-0.830633,
2.20E-08,-0.828663,-0.828663,
2.21E-08,-0.829496,-0.829496,
2.21E-08,-0.832214,-0.832214,
2.21E-08,-0.835211,-0.835211,
2.21E-08,-0.836875,-0.836875,
2.22E-08,-0.836376,-0.836376,
2.22E-08,-0.834073,-0.834073,
2.22E-08,-0.83116,-0.83116,
2.22E-08,-0.829218,-0.829218,
2.23E-08,-0.829135,-0.829135,
2.23E-08,-0.831049,-0.831049,
2.23E-08,-0.834129,-0.834129,
2.23E-08,-0.83718,-0.83718,
2.24E-08,-0.839261,-0.839261,
2.24E-08,-0.839955,-0.839955,
2.24E-08,-0.839539,-0.839539,
2.24E-08,-0.838651,-0.838651,
2.25E-08,-0.837708,-0.837708,
2.25E-08,-0.836986,-0.836986,
2.25E-08,-0.83632,-0.83632,
2.25E-08,-0.835627,-0.835627,
2.26E-08,-0.834767,-0.834767,
2.26E-08,-0.83399,-0.83399,
2.26E-08,-0.833407,-0.833407,
2.26E-08,-0.833019,-0.833019,
2.27E-08,-0.832547,-0.832547,
2.27E-08,-0.831521,-0.831521,
2.27E-08,-0.829579,-0.829579,
2.27E-08,-0.826749,-0.826749,
2.28E-08,-0.823503,-0.823503,
2.28E-08,-0.820756,-0.820756,
2.28E-08,-0.819397,-0.819397,
2.28E-08,-0.820035,-0.820035,
2.29E-08,-0.822671,-0.822671,
2.29E-08,-0.826582,-0.826582,
2.29E-08,-0.830522,-0.830522,
2.29E-08,-0.83313,-0.83313,
2.30E-08,-0.833463,-0.833463,
2.30E-08,-0.831243,-0.831243,
2.30E-08,-0.827026,-0.827026,
2.30E-08,-0.822033,-0.822033,
2.31E-08,-0.817621,-0.817621,
2.31E-08,-0.814986,-0.814986,
2.31E-08,-0.814681,-0.814681,
2.31E-08,-0.816678,-0.816678,
2.32E-08,-0.820396,-0.820396,
